Paper,Authors,year,subject,MALE,Mean Year,modality,linguisticity,Task,Kinds of response,inference,contrast,simple,location,software,Original Space,Reported Coordinates,x,y,z,mni_x,mni_y,mni_z,z score,correction,Effect,Gaps,scanner,Tesla,design,Title,Journal,inf_name,contrasts,vertices,sx,sy,sz,hemisphere,study
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Inferior frontal gyrus (47),FSL,MNI152,MNI,-32,20,-8,-32,20,-8,3.77,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,63734,-30.4300003051758,80.3399963378906,-51.1800003051758,left,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Middle frontal gyrus (11),FSL,MNI152,MNI,-46,42,-10,-46,42,-10,3.76,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,73494,-12.8500003814697,98.8399963378906,-8.10000038146973,left,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Middle frontal gyrus (6),FSL,MNI152,MNI,-36,6,54,-36,6,54,3.75,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,119231,-3.64999985694885,47.9900016784668,87.6500015258789,left,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Middle frontal gyrus (6),FSL,MNI152,MNI,44,12,50,44,12,50,3.75,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,19881,33.7199974060059,44.2999992370605,83.0699996948242,right,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Medial frontal gyrus (8),FSL,MNI152,MNI,6,28,38,6,28,38,3.71,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,122985,-61.3600006103516,53.7599983215332,57.8400001525879,right,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Medial frontal gyrus (8),FSL,MNI152,MNI,-2,22,46,-2,22,46,3.68,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,3642,79.2999954223633,39.6800003051758,46.2199974060059,left,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Inferior frontal gyrus (47),FSL,MNI152,MNI,32,28,-2,32,28,-2,3.61,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,67864,40.6300010681152,83.4300003051758,-37.2799987792969,right,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Superior frontal gyrus (10p),FSL,MNI152,MNI,-28,60,16,-28,60,16,3.19,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,71009,30.7799987792969,91.4399948120117,26.3000011444092,left,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Inferior parietal lobule (40),FSL,MNI152,MNI,-36,-56,42,-36,-56,42,3.92,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,122136,-45.2900009155273,-78.5800018310547,42.1199989318848,left,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Superior parietal lobule (7),FSL,MNI152,MNI,-38,-72,46,-38,-72,46,3.44,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,74219,-44.0200004577637,-87.9000015258789,18.3400001525879,left,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Insula,FSL,MNI152,MNI,-34,20,0,-34,20,0,3.57,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,111177,-38.5500030517578,81.1500015258789,-43.9200019836426,left,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Middle frontal gyrus (9),FSL,MNI152,MNI,-48,24,40,-48,24,40,4.26,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,66660,-7.54000043869019,74.8399963378906,65.9000015258789,left,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Middle frontal gyrus (6),FSL,MNI152,MNI,-40,12,46,-40,12,46,4.16,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,139551,-8.73000049591064,56.6999969482422,81.9100036621094,left,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Precentral gyrus (9),FSL,MNI152,MNI,-38,12,40,-38,12,40,4.11,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,132767,-15.1199998855591,61.5499954223633,77.3500061035156,left,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Middle frontal gyrus (9),FSL,MNI152,MNI,-48,16,40,-48,16,40,4.11,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,54850,-10.5100002288818,66.9700012207031,73.5199966430664,left,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Superior frontal gyrus (8),FSL,MNI152,MNI,-38,16,52,-38,16,52,4,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,16327,-0.700000047683716,57.3099975585938,81.9500045776367,left,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Middle frontal gyrus (10p),FSL,MNI152,MNI,-32,60,4,-32,60,4,4.16,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,11777,7.41000032424927,99.3300018310547,8.82000064849854,left,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Inferior frontal gyrus (47),FSL,MNI152,MNI,-48,36,-8,-48,36,-8,4.04,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,73506,-19.5300006866455,97.4499969482422,-11.0299997329712,left,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Middle frontal gyrus (10p),FSL,MNI152,MNI,-38,58,-4,-38,58,-4,3.99,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,110221,4.36999988555908,99.9000015258789,-0.879999995231628,left,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Inferior frontal gyrus (10p),FSL,MNI152,MNI,-46,50,0,-46,50,0,3.88,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,119895,-11.9000005722046,99.0999984741211,6.1399998664856,left,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Middle frontal gyrus (11),FSL,MNI152,MNI,-46,48,-10,-46,48,-10,3.47,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,13726,-4.53999996185303,99.629997253418,-7.34999990463257,left,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Middle frontal gyrus (9),FSL,MNI152,MNI,48,28,34,48,28,34,3.82,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,60142,41.3500022888184,71.5200042724609,56.3499984741211,right,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Middle frontal gyrus (9),FSL,MNI152,MNI,52,20,34,52,20,34,3.78,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,37119,44.810001373291,68.7699966430664,57.1300048828125,right,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Middle frontal gyrus (8),FSL,MNI152,MNI,42,28,46,42,28,46,3.58,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,103558,30.0900020599365,57.5500030517578,76.0400009155273,right,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Middle frontal gyrus (46),FSL,MNI152,MNI,48,24,28,48,24,28,3.37,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,70963,48.0699996948242,72.4599990844727,49.3899993896484,right,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Medial frontal gyrus (8),FSL,MNI152,MNI,-6,28,46,-6,28,46,4.31,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,64198,76.3499984741211,45.4599990844727,45.8699989318848,left,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Medial frontal gyrus (9),FSL,MNI152,MNI,-2,34,34,-2,34,34,3.66,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,73039,79.7599945068359,51.6199989318848,31.2099990844727,left,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Medial frontal gyrus (9),FSL,MNI152,MNI,-4,38,36,-4,38,36,3.64,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,103723,76.4900054931641,54.9300003051758,33.6499977111816,left,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Superior frontal gyrus (8),FSL,MNI152,MNI,-6,22,56,-6,22,56,3.5,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,37247,73.8899993896484,37.0400009155273,56.2799987792969,left,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Superior parietal lobule (7),FSL,MNI152,MNI,-34,-66,46,-34,-66,46,5.05,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,68823,-34.189998626709,-88.6399993896484,31.2099990844727,left,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Inferior parietal lobule (40),FSL,MNI152,MNI,-46,-50,48,-46,-50,48,4.75,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,138700,-63.9500007629395,-62.8300018310547,44.2999992370605,left,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Inferior parietal lobule (40),FSL,MNI152,MNI,-50,-46,42,-50,-46,42,4.67,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,63606,-79,-49.8699989318848,35.6800003051758,left,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Superior parietal lobule (7),FSL,MNI152,MNI,-40,-66,48,-40,-66,48,4.51,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,78326,-49.3999977111816,-83.370002746582,24.6700000762939,left,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Inferior parietal lobule (40),FSL,MNI152,MNI,-44,-54,44,-44,-54,44,4.33,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,71319,-58.0499992370605,-69.1500015258789,43,left,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),2,Complex - Simple,Deductive-Deductive,Superior parietal lobule (7),FSL,MNI152,MNI,-42,-62,52,-42,-62,52,4.28,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,26028,-55.5,-77.3000030517578,30.7200012207031,left,72
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),2,Complex - Simple (Block),Deductive-Deductive,Cingulate gyrus (32),FSL,MNI152,MNI,-10,16,40,-10,16,40,3.23,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,83548,87.629997253418,31.2799987792969,36.6399993896484,left,73
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),2,Complex - Simple (Block),Deductive-Deductive,Inferior parietal lobule (40),FSL,MNI152,MNI,40,-72,44,40,-72,44,2.56,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,107029,20.3799991607666,-97.8600006103516,2.95000004768372,right,73
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),2,Complex - Simple (Block),Deductive-Deductive,Lingual gyrus (18),FSL,MNI152,MNI,-4,-98,-4,-4,-98,-4,3.04,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,158522,15.0800008773804,-84.379997253418,-51.5,left,73
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),2,Complex - Simple (Faces),Deductive-Deductive,Superior frontal gyrus (11),FSL,MNI152,MNI,14,56,-20,14,56,-20,2.46,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,16825,-16,97.8199996948242,-13.2200002670288,right,74
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),2,Complex - Simple (Houses),Deductive-Deductive,Parahippocampal gyrus (35),FSL,MNI152,MNI,16,-30,-16,16,-30,-16,3.04,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,22287,-62.2799987792969,8.34000015258789,-77.8000030517578,right,75
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),2,Complex - Simple (Houses),Deductive-Deductive,Parahippocampal gyrus (35),FSL,MNI152,MNI,-16,-30,-12,-16,-30,-12,3.02,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,17617,47.7000007629395,-7.96000003814697,-87.5299987792969,left,75
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),2,Complex - Simple (Houses),Deductive-Deductive,Inferior parietal lobule (40),FSL,MNI152,MNI,-62,-34,26,-62,-34,26,3.09,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,94240,-89.8899993896484,-9.28999996185303,42.8299980163574,left,75
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),2,Complex - Simple (Houses),Deductive-Deductive,Middle occipital gyrus (19),FSL,MNI152,MNI,-36,-92,12,-36,-92,12,3.23,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,112236,-23.8800010681152,-94.7399978637695,-21.3199996948242,left,75
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),2,Complex - Simple (Pseudo-word),Deductive-Deductive,Inferior frontal gyrus (47),FSL,MNI152,MNI,-40,28,0,-40,28,0,3.38,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,154976,-33.0599975585938,93.5400009155273,-12.5200004577637,left,76
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),2,Complex - Simple (Pseudo-word),Deductive-Deductive,Middle frontal gyrus (47),FSL,MNI152,MNI,-44,44,-6,-44,44,-6,3.06,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,129870,-13.1199998855591,99.1100006103516,-2.21000003814697,left,76
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),2,Complex - Simple (Pseudo-word),Deductive-Deductive,Inferior frontal gyrus (47),FSL,MNI152,MNI,-34,24,-12,-34,24,-12,2.78,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,110109,-18.189998626709,88.1800003051758,-43.5200004577637,left,76
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),2,Complex - Simple (Pseudo-word),Deductive-Deductive,Inferior frontal gyrus (47),FSL,MNI152,MNI,-52,24,-2,-52,24,-2,2.74,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage,Deductive,Within_Inference,100723,-32.2700004577637,94.3199996948242,7.90999984741211,left,76
25,"Prado, J. and Noveck, I. A.",2007,20,7,21.4,visual,both,deductive reasoning with shapes,Evaluate (Yes / No),2,1-mismatch > 0-mismatch (AA),Deductive-Baseline,L. middle frontal gyrus,SPM2,Brett,Talairach,-42,30,23,-42,30,27,4.87,corrected,random,full,fMRI,1.5,Event-related,Overcoming perceptual features in logical reasoning: A parametric functional magnetic resonance imaging study,Journal of Cognitive Neuroscience,Deductive,Baseline,11799,-15.5499992370605,84.7200012207031,50.8000030517578,left,77
25,"Prado, J. and Noveck, I. A.",2007,20,7,21.4,visual,both,deductive about block / Abstract,Evaluate (Yes / No),2,1-mismatch > 0-mismatch (AA),Deductive-Baseline,L. middle frontal gyrus,SPM2,Brett,Talairach,-39,8,52,-39,6,57,3.98,corrected,random,full,fMRI,1.5,Event-related,Overcoming perceptual features in logical reasoning: A parametric functional magnetic resonance imaging study,Journal of Cognitive Neuroscience,Deductive,Baseline,56640,-2.71000003814697,48.25,87.5500030517578,left,77
25,"Prado, J. and Noveck, I. A.",2007,20,7,21.4,visual,both,deductive reasoning with shapes,Evaluate (Yes / No),2,1-mismatch > 0-mismatch (AA),Deductive-Baseline,L. superior parietal lobule,SPM2,Brett,Talairach,-36,-62,50,-36,-66,51,4.68,corrected,random,full,fMRI,1.5,Event-related,Overcoming perceptual features in logical reasoning: A parametric functional magnetic resonance imaging study,Journal of Cognitive Neuroscience,Deductive,Baseline,117750,-39.060001373291,-87.2099990844727,29.4899997711182,left,77
25,"Prado, J. and Noveck, I. A.",2007,20,7,21.4,visual,both,deductive reasoning with shapes,Evaluate (Yes / No),2,1-mismatch > 0-mismatch (AA),Deductive-Baseline,L. inferior parietal lobule,SPM2,Brett,Talairach,-39,-33,46,-39,-36,48,4.44,corrected,random,full,fMRI,1.5,Event-related,Overcoming perceptual features in logical reasoning: A parametric functional magnetic resonance imaging study,Journal of Cognitive Neuroscience,Deductive,Baseline,56788,-36.0900001525879,-47.8600006103516,80.0400009155273,left,77
25,"Prado, J. and Noveck, I. A.",2007,20,7,21.4,visual,both,deductive reasoning with shapes,Evaluate (Yes / No),2,1-mismatch > 0-mismatch (AA),Deductive-Baseline,R. middle frontal gyrus,SPM2,Brett,Talairach,53,19,32,54,18,36,4.64,corrected,random,full,fMRI,1.5,Event-related,Overcoming perceptual features in logical reasoning: A parametric functional magnetic resonance imaging study,Journal of Cognitive Neuroscience,Deductive,Baseline,124160,44.0699996948242,66.1399993896484,60.689998626709,right,77
25,"Prado, J. and Noveck, I. A.",2007,20,7,21.4,visual,both,deductive reasoning with shapes,Evaluate (Yes / No),2,1-mismatch > 0-mismatch (AA),Deductive-Baseline,R. precentral gyrus,SPM2,Brett,Talairach,48,2,36,48,0,39,4.13,corrected,random,full,fMRI,1.5,Event-related,Overcoming perceptual features in logical reasoning: A parametric functional magnetic resonance imaging study,Journal of Cognitive Neuroscience,Deductive,Baseline,10693,61.2399978637695,28.1199989318848,73.8899993896484,right,77
25,"Prado, J. and Noveck, I. A.",2007,20,7,21.4,visual,both,deductive about block / Abstract,Evaluate (Yes / No),2,1-mismatch > 0-mismatch (AA),Deductive-Baseline,R. middle frontal gyrus,SPM2,Brett,Talairach,48,19,21,48,18,24,3.97,corrected,random,full,fMRI,1.5,Event-related,Overcoming perceptual features in logical reasoning: A parametric functional magnetic resonance imaging study,Journal of Cognitive Neuroscience,Deductive,Baseline,103700,68.370002746582,66.0599975585938,31,right,77
25,"Prado, J. and Noveck, I. A.",2007,20,7,21.4,visual,both,deductive reasoning with shapes,Evaluate (Yes / No),2,1-mismatch > 0-mismatch (AA),Deductive-Baseline,L. medial frontal gyrus,SPM2,Brett,Talairach,0,20,46,0,18,51,4.12,corrected,random,full,fMRI,1.5,Event-related,Overcoming perceptual features in logical reasoning: A parametric functional magnetic resonance imaging study,Journal of Cognitive Neuroscience,Deductive,Baseline,152686,75.7399978637695,38.4000015258789,52.7999992370605,left,77
25,"Prado, J. and Noveck, I. A.",2007,20,7,21.4,visual,both,deductive reasoning with shapes,Evaluate (Yes / No),2,1-mismatch > 0-mismatch (AA),Deductive-Baseline,R. medial frontal gyrus,SPM2,Brett,Talairach,9,31,40,9,30,45,3.72,corrected,random,full,fMRI,1.5,Event-related,Overcoming perceptual features in logical reasoning: A parametric functional magnetic resonance imaging study,Journal of Cognitive Neuroscience,Deductive,Baseline,8625,-55.3499984741211,52.4999961853027,64.6500015258789,right,77
