Paper,Authors,Year,Subject,MALE,Mean Year,Stimuli Modality,Linguisticity,Task,Kinds of response,Inference,Contrasts Included,Simplified Contrasts,Location (BA),Software,Original Space,Reported Coordinates,x,y,z,mni_x,mni_y,mni_z,z score,Correction,Effect,Gaps,Scanning Method,Tesla,Design,Title,Journal
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Middle frontal gyrus (10p),FSL,MNI152,MNI,-32,64,12,-32,64,12,3.52,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Inferior frontal gyrus (47),FSL,MNI152,MNI,-52,40,-12,-52,40,-12,3.36,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Superior frontal gyrus (10p),FSL,MNI152,MNI,-28,60,16,-28,60,16,3.19,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Inferior parietal lobule (40),FSL,MNI152,MNI,-36,-56,42,-36,-56,42,3.92,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Superior parietal lobule (7),FSL,MNI152,MNI,-38,-72,46,-38,-72,46,3.44,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Insula,FSL,MNI152,MNI,-34,20,0,-34,20,0,3.57,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Crus I,FSL,MNI152,MNI,10,-84,-24,10,-84,-24,3.98,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Crus I,FSL,MNI152,MNI,14,-84,-26,14,-84,-26,3.97,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Crus I,FSL,MNI152,MNI,32,-66,-36,32,-66,-36,3.96,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Crus I,FSL,MNI152,MNI,12,-80,-32,12,-80,-32,3.79,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Crus I,FSL,MNI152,MNI,26,-74,-40,26,-74,-40,3.66,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Crus I,FSL,MNI152,MNI,38,-60,-34,38,-60,-34,3.65,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Crus I,FSL,MNI152,MNI,20,-78,-38,20,-78,-38,3.64,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),deductive,Complex - Simple (Pseudo-word),Deductive-Deductive,Inferior frontal gyrus (47),FSL,MNI152,MNI,-40,28,0,-40,28,0,3.38,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),deductive,Complex - Simple (Pseudo-word),Deductive-Deductive,Middle frontal gyrus (47),FSL,MNI152,MNI,-44,44,-6,-44,44,-6,3.06,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),deductive,Complex - Simple (Pseudo-word),Deductive-Deductive,Inferior frontal gyrus (47) ,FSL,MNI152,MNI,-34,24,-12,-34,24,-12,2.78,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),deductive,Complex - Simple (Pseudo-word),Deductive-Deductive,Inferior frontal gyrus (47) ,FSL,MNI152,MNI,-52,24,-2,-52,24,-2,2.74,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),deductive,Complex - Simple (Pseudo-word),Deductive-Deductive,Middle frontal gyrus (11) ,FSL,MNI152,MNI,-32,44,-6,-32,44,-6,3.17,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),deductive,Complex - Simple (Pseudo-word),Deductive-Deductive,Medial frontal gyrus (8),FSL,MNI152,MNI,-12,40,36,-12,40,36,3.01,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),deductive,Complex - Simple (Block),Deductive-Deductive,Cingulate gyrus (32) ,FSL,MNI152,MNI,-10,16,40,-10,16,40,3.23,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),deductive,Complex - Simple (Block),Deductive-Deductive,Medial occipital gyrus (18) ,FSL,MNI152,MNI,-12,-96,-20,-12,-96,-20,3.19,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),deductive,Complex - Simple (Block),Deductive-Deductive,Cingulate gyrus (24) ,FSL,MNI152,MNI,28,16,32,28,16,32,3.03,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),deductive,Complex - Simple (Block),Deductive-Deductive,Inferior parietal lobule (40) ,FSL,MNI152,MNI,40,-72,44,40,-72,44,2.56,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,10,ALL,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),deductive,Complex - Simple (Block),Deductive-Deductive,Lingual gyrus (18),FSL,MNI152,MNI,-4,-98,-4,-4,-98,-4,3.04,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Middle frontal gyrus (9),FSL,MNI152,MNI,-48,24,40,-48,24,40,4.26,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Middle frontal gyrus (9),FSL,MNI152,MNI,-56,22,32,-56,22,32,4.26,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Middle frontal gyrus (6),FSL,MNI152,MNI,-40,12,46,-40,12,46,4.16,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Precentral gyrus (9),FSL,MNI152,MNI,-38,12,40,-38,12,40,4.11,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Middle frontal gyrus (9),FSL,MNI152,MNI,-48,16,40,-48,16,40,4.11,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Superior frontal gyrus (8),FSL,MNI152,MNI,-38,16,52,-38,16,52,4,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Middle frontal gyrus (10p),FSL,MNI152,MNI,-32,60,4,-32,60,4,4.16,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Inferior frontal gyrus (47),FSL,MNI152,MNI,-48,36,-8,-48,36,-8,4.04,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Middle frontal gyrus (10p),FSL,MNI152,MNI,-38,58,-4,-38,58,-4,3.99,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Inferior frontal gyrus (10p),FSL,MNI152,MNI,-46,50,0,-46,50,0,3.88,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Middle frontal gyrus (47),FSL,MNI152,MNI,-52,44,-8,-52,44,-8,3.47,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Middle frontal gyrus (11),FSL,MNI152,MNI,-46,48,-10,-46,48,-10,3.47,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Middle frontal gyrus (9),FSL,MNI152,MNI,48,28,34,48,28,34,3.82,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Middle frontal gyrus (9),FSL,MNI152,MNI,52,20,34,52,20,34,3.78,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Middle frontal gyrus (8),FSL,MNI152,MNI,42,28,46,42,28,46,3.58,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Middle frontal gyrus (46),FSL,MNI152,MNI,48,24,28,48,24,28,3.37,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Medial frontal gyrus (8),FSL,MNI152,MNI,-6,28,46,-6,28,46,4.31,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Medial frontal gyrus (9),FSL,MNI152,MNI,-2,34,34,-2,34,34,3.66,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Medial frontal gyrus (9),FSL,MNI152,MNI,-4,38,36,-4,38,36,3.64,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Superior frontal gyrus (8),FSL,MNI152,MNI,-6,22,56,-6,22,56,3.5,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Superior parietal lobule (7),FSL,MNI152,MNI,-34,-66,46,-34,-66,46,5.05,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Inferior parietal lobule (40),FSL,MNI152,MNI,-46,-50,48,-46,-50,48,4.75,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Inferior parietal lobule (40),FSL,MNI152,MNI,-50,-46,42,-50,-46,42,4.67,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Superior parietal lobule (7),FSL,MNI152,MNI,-40,-66,48,-40,-66,48,4.51,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Inferior parietal lobule (40),FSL,MNI152,MNI,-44,-54,44,-44,-54,44,4.33,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about Face / House,Evaluate (Yes / No),deductive,Complex - Simple,Deductive-Deductive,Superior parietal lobule (7),FSL,MNI152,MNI,-42,-62,52,-42,-62,52,4.28,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),deductive,Complex - Simple (Faces),Deductive-Deductive,Inferior temporal gyrus (20) ,FSL,MNI152,MNI,-44,-16,-40,-44,-16,-40,2.7,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),deductive,Complex - Simple (Faces),Deductive-Deductive,Superior temporal gyrus (19/22) ,FSL,MNI152,MNI,-34,-56,16,-34,-56,16,2.58,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),deductive,Complex - Simple (Faces),Deductive-Deductive,Superior frontal gyrus (11),FSL,MNI152,MNI,14,56,-20,14,56,-20,2.46,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),deductive,Complex - Simple (Houses),Deductive-Deductive,Parahippocampal gyrus > hippocampus ,FSL,MNI152,MNI,30,-20,-14,30,-20,-14,3.21,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),deductive,Complex - Simple (Houses),Deductive-Deductive,Parahippocampal gyrus (35) ,FSL,MNI152,MNI,16,-30,-16,16,-30,-16,3.04,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),deductive,Complex - Simple (Houses),Deductive-Deductive,Parahippocampal gyrus (35) ,FSL,MNI152,MNI,-16,-30,-12,-16,-30,-12,3.02,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),deductive,Complex - Simple (Houses),Deductive-Deductive,Inferior parietal lobule (40) ,FSL,MNI152,MNI,-62,-34,26,-62,-34,26,3.09,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),deductive,Complex - Simple (Houses),Deductive-Deductive,Middle occipital gyrus (19) ,FSL,MNI152,MNI,-36,-92,12,-36,-92,12,3.23,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
24,"Monti, M. M., Osherson, D. N., Martinez, M. J. and Parsons, L. M.",2007,12,6,-,visual,linguistic,deductive about block / Abstract,Evaluate (Yes / No),deductive,Complex - Simple (Houses),Deductive-Deductive,Cuneus (18),FSL,MNI152,MNI,-16,-90,16,-16,-90,16,3.02,corrected,mixed,full,fMRI,3,Event-related,Functional neuroanatomy of deductive inference: a language-independent distributed network,Neuroimage
25,"Prado, J. and Noveck, I. A.",2007,20,7,21.4,visual,both,deductive about block / Abstract,Evaluate (Yes / No),deductive,2-mismatch > 1-mismatch > 0-mismatch (Verification Task),Deductive_Linear,R. middle/inferior frontal gyrus 46/45,SPM2,Brett,Talairach,45,16,27,45,15,30,5.89,corrected,random,full,fMRI,1.5,Event-related,Overcoming perceptual features in logical reasoning: A parametric functional magnetic resonance imaging study,Journal of Cognitive Neuroscience
25,"Prado, J. and Noveck, I. A.",2007,20,7,21.4,visual,both,deductive about block / Abstract,Evaluate (Yes / No),deductive,2-mismatch > 1-mismatch > 0-mismatch (Verification Task),Deductive_Linear,R. medial/superior frontal gyrus 6,SPM2,Brett,Talairach,9,11,49,9,9,54,4.88,corrected,random,full,fMRI,1.5,Event-related,Overcoming perceptual features in logical reasoning: A parametric functional magnetic resonance imaging study,Journal of Cognitive Neuroscience
25,"Prado, J. and Noveck, I. A.",2007,20,7,21.4,visual,both,deductive about block / Abstract,Evaluate (Yes / No),deductive,2-mismatch > 1-mismatch > 0-mismatch (Verification Task),Deductive_Linear,R. inferior parietal lobule 39/40,SPM2,Brett,Talairach,30,-59,39,30,-63,39,5.44,corrected,random,full,fMRI,1.5,Event-related,Overcoming perceptual features in logical reasoning: A parametric functional magnetic resonance imaging study,Journal of Cognitive Neuroscience
25,"Prado, J. and Noveck, I. A.",2007,20,7,21.4,visual,both,deductive about block / Abstract,Evaluate (Yes / No),deductive,2-mismatch > 1-mismatch > 0-mismatch (Verification Task),Deductive_Linear,L. cuneus 17,SPM2,Brett,Talairach,-9,-93,7,-9,-96,3,5.29,corrected,random,full,fMRI,1.5,Event-related,Overcoming perceptual features in logical reasoning: A parametric functional magnetic resonance imaging study,Journal of Cognitive Neuroscience
25,"Prado, J. and Noveck, I. A.",2007,20,7,21.4,visual,both,deductive reasoning with shapes,Evaluate (Yes / No),deductive,2-mismatch > 1-mismatch > 0-mismatch (Verification Task),Deductive_Linear,R. lingual gyrus 18,SPM2,Brett,Talairach,15,-85,-6,15,-87,-12,4.51,corrected,random,full,fMRI,1.5,Event-related,Overcoming perceptual features in logical reasoning: A parametric functional magnetic resonance imaging study,Journal of Cognitive Neuroscience
25,"Prado, J. and Noveck, I. A.",2007,20,7,21.4,visual,both,deductive reasoning with shapes,Evaluate (Yes / No),deductive,2-mismatch > 1-mismatch > 0-mismatch (Verification Task),Deductive_Linear,L. middle frontal gyrus 9/46,SPM2,Brett,Talairach,-50,28,35,-51,27,40,4.94,corrected,random,full,fMRI,1.5,Event-related,Overcoming perceptual features in logical reasoning: A parametric functional magnetic resonance imaging study,Journal of Cognitive Neuroscience
25,"Prado, J. and Noveck, I. A.",2007,20,7,21.4,visual,both,deductive reasoning with shapes,Evaluate (Yes / No),deductive,2-mismatch > 1-mismatch > 0-mismatch (Verification Task),Deductive_Linear,L. inferior parietal lobule 40,SPM2,Brett,Talairach,-33,-50,41,-33,-54,42,4.73,corrected,random,full,fMRI,1.5,Event-related,Overcoming perceptual features in logical reasoning: A parametric functional magnetic resonance imaging study,Journal of Cognitive Neuroscience
25,"Prado, J. and Noveck, I. A.",2007,20,7,21.4,visual,both,deductive reasoning with shapes,Evaluate (Yes / No),deductive,2-mismatch > 1-mismatch > 0-mismatch (Verification Task),Deductive_Linear,R. middle/inferior frontal gyrus 46/45,SPM2,Brett,Talairach,45,16,27,45,15,30,5.89,corrected,random,full,fMRI,1.5,Event-related,Overcoming perceptual features in logical reasoning: A parametric functional magnetic resonance imaging study,Journal of Cognitive Neuroscience
